Month,Date,Headline_Original,Sentiment,Headline_Clean
October,"Updated: October 29, 2020  8:41:41 am","Quixplained: From jobs to a free Covid-19 vaccine, what parties have promised Bihar",1,quixplained job free vaccine party promise bihar
October,"Updated: October 28, 2020  10:52:48 am","5 cool budget wireless chargers under Rs 5,000 you can buy",1,cool budget wireless chargers rs buy
October,"Updated: October 28, 2020  1:13:09 am","In Bihar's Chhapra, street plays are making voters laugh – and think",1,bihar chhapra street play make voters laugh think
October,"October 26, 2020 8:00:12 pm","Weddings in pandemic: Smaller guest lists, temperature checks for safe celebrations",1,weddings pandemic smaller guest list temperature check safe celebrations
October,"October 26, 2020 4:41:41 pm",Lewis Hamilton's future comes more into focus after record win in Formula 1,1,lewis hamilton future come focus record win formula
October,"Updated: October 26, 2020  7:42:10 pm",Vaccine hopes rise as Oxford jab prompts immune response among old as well as young adults,1,vaccine hop rise oxford jab prompt immune response among old well young adults
October,"Updated: October 29, 2020  8:46:12 am",Explained: How free grain is helping mills and lifting exports,1,explained free grain help mill lift export
October,"October 26, 2020 1:50:23 am","Dip in new cases, deaths in Mohali over last 20 days ‘significant', say officials",1,dip new case deaths mohali last days significant say officials
October,"Updated: October 26, 2020  3:00:53 pm",The great Khabib Nurmagomedov era ends on a sensational note,1,great khabib nurmagomedov era end sensational note
October,"Updated: October 26, 2020  10:25:02 am",Coronavirus: Here is why the early intervention of testing and diagnosis is important,1,coronavirus early intervention test diagnosis important
October,"Updated: October 25, 2020  9:20:10 pm","‘Free vaccine in Bihar, are others from Bangladesh?' Uddhav Thackeray in Dussehra speech",1,free vaccine bihar others bangladesh uddhav thackeray dussehra speech
October,"Updated: October 25, 2020  8:32:05 pm",India's reaction stunned China; we need to be more powerful than Beijing: Mohan Bhagwat,1,india reaction stun china need powerful beijing mohan bhagwat
October,"October 25, 2020 4:28:41 am","Cash-back for all borrowers to ensure parity, good credit culture",1,borrowers ensure parity good credit culture
October,"Updated: October 25, 2020  9:12:28 am","Best party speakers under Rs 20,000 that are real value for money",1,best party speakers rs real value money
October,"Updated: October 24, 2020  5:02:47 pm",‘Perfectly in order': Sitharaman defends free Covid vaccine promise for Bihar amid Oppn backlash,1,perfectly order sitharaman defend free covid vaccine promise bihar amid oppn backlash
October,"Updated: November 5, 2020  11:52:15 am",How a folk theatre collective in Assam is playing to preserve some unique tribal notes,1,folk theatre collective assam play preserve unique tribal note
October,"Updated: October 24, 2020  5:43:09 pm",DU third cut-off today: Here's how to count ‘best of four' for your course,1,du third today count best four course
October,"Updated: October 24, 2020  11:23:20 am",Raut attacks BJP's promise to provide free vaccines to people of Bihar,1,raut attack bjp promise provide free vaccines people bihar
October,"October 24, 2020 1:24:03 am",MP BJP leader moves top court over HC curbs on bypoll rallies,1,mp bjp leader move top court hc curb bypoll rally
October,"Updated: October 24, 2020  9:14:19 am","With decline in Positive cases, Pune admin to decide on freeing up Covid beds",1,decline positive case pune admin decide free covid bed
October,"October 23, 2020 8:57:37 pm",Engaging the neighbourhood,1,engaging neighbourhood
October,"Updated: October 23, 2020  4:20:19 pm",Marcus Rashford thanks businesses for supporting free school meals campaign,1,marcus rashford thank businesses support free school meals campaign
October,"October 23, 2020 12:32:14 pm",FDA approves Remdesivir as first drug to treat COVID-19,1,fda approve remdesivir first drug treat
October,"Updated: October 23, 2020  12:13:28 pm",Explained: Why the 200-year Ramnagar ki Ramlila has an important place in India's art history,1,explained ramnagar ki ramlila important place india art history
October,"Updated: October 23, 2020  9:22:36 am",Manifesto ‘Promise No. 1': BJP injects free Covid vaccine in Bihar elections,1,manifesto promise no bjp inject free covid vaccine bihar elections
October,"Updated: October 23, 2020  8:51:10 am",Tamil Nadu COVID-19 Wrap: CM assures free COVID-19 vaccine to all,1,tamil nadu wrap cm assure free vaccine
October,"October 22, 2020 9:40:51 pm",Travelling to Dubai? Make sure you have a confirmed return ticket on you,1,travelling dubai make sure confirm return ticket
October,"Updated: October 18, 2020  10:34:05 am",Maharashtra: Octogenarian doctor braves pandemic to treat villagers,1,maharashtra octogenarian doctor brave pandemic treat villagers
October,"Updated: October 18, 2020  10:28:59 am",Zlatan Ibrahimovic's brace gives Milan derby win over Inter; Juventus drop points,1,zlatan ibrahimovic brace give milan derby win inter juventus drop point
October,"October 18, 2020 3:29:25 am","Dilip Ghosh stable, Soumitra Chatterjee fast improving",1,dilip ghosh stable soumitra chatterjee fast improve
October,"Updated: October 18, 2020  1:24:56 pm","Migrant labourers' group demands urban equivalent of MGNREGS, special packages",1,migrant labourers group demand urban equivalent mgnregs special package
October,"Updated: October 18, 2020  10:33:16 am","RB Leipzig stay top, Bayern crush Arminia, Dortmund edge past Hoffenheim",1,rb leipzig stay top bayern crush arminia dortmund edge past hoffenheim
October,"October 17, 2020 10:50:06 pm","Will definitely like to see India grow much faster and develop more capability, but not because we are competing with China: Jaishankar",1,definitely like see india grow much faster develop capability not compete china jaishankar
October,"Updated: October 19, 2020  11:23:36 am","This is the best time to buy a smart TV: Here are the best TV deals under Rs 25,000",1,best time buy smart tv best tv deal rs
October,"Updated: October 18, 2020  1:14:59 pm","New case count drops below 200, 18 Covid Care Centres shut in Pimpri-Chinchwad",1,new case count drop covid care centres shut
October,"Updated: October 17, 2020  9:08:38 pm",New Zealand's Jacinda Ardern wins ‘historic' re-election for crushing COVID-19,1,new zealand jacinda ardern win historic crush
October,"Updated: October 18, 2020  10:00:19 am","Amazon Great Indian Festival: Best deals on UV sanitisers, pulse oximeters and more",1,amazon great indian festival best deal uv sanitisers pulse oximeters
October,"Updated: October 17, 2020  4:35:36 pm",PM Ardern on track for landslide re-election win in New Zealand vote,1,pm ardern track landslide win new zealand vote
October,"October 17, 2020 12:43:08 pm",Soumitra Chatterjee putting up a strong fight: Doctor,1,soumitra chatterjee put strong fight doctor
October,"October 17, 2020 12:07:51 pm",Europe's richest person's net worth soars on luxury rebound,1,europe richest person net worth soar luxury rebound
October,"October 17, 2020 11:33:22 am","Two Delhi govt school students among top 10 rankers in ISRO competition, Dy CM meets them",1,two delhi govt school students among top rankers isro competition dy cm meet
October,"Updated: October 17, 2020  6:43:09 pm",Pandemic puja prompts (adventurous) Bengalis to discover charms of Bengal this vacation season,1,pandemic puja prompt adventurous bengalis discover charm bengal vacation season
October,"Updated: October 18, 2020  10:17:21 am",New research: Anti-ulcer drug shows promise in suppressing coronavirus,1,new research drug show promise suppress coronavirus
October,"Updated: October 17, 2020  9:37:46 am",Coronavirus has shown us that there are new ways of improving ties between India and Spain,1,coronavirus show us new ways improve tie india spain
October,"October 16, 2020 9:40:01 pm","Hong Kong, Singapore create world's first ‘reciprocal travel bubble'; find out more",1,hong kong singapore create world first reciprocal travel bubble find
October,"Updated: October 16, 2020  5:51:23 pm","SSP Chawrasia impressive with 69 on return after recovering from COVID-19, lies 21st",1,ssp chawrasia impressive return recover lie
October,"October 16, 2020 5:45:57 pm",China rapidly expands use of experimental COVID-19 vaccines,1,china rapidly expand use experimental vaccines
October,"Updated: October 19, 2020  12:54:05 pm","High recovery rate, high positivity: What latest Covid-19 data from Haryana shows",1,high recovery rate high positivity latest data haryana show
October,"Updated: October 16, 2020  10:43:07 am","Over 1100 new product launches, wide range of finance options in Amazon Great Indian Festival this year",1,new product launch wide range finance options amazon great indian festival year
October,"Updated: October 16, 2020  12:14:08 pm",Here's how theatres have geared up to welcome cine-goers,1,theatres gear welcome
October,"Updated: October 19, 2020  12:54:50 pm","Explained: In new Covid-19 scenario, why focus of insurers is turning to home care",1,explained new scenario focus insurers turn home care
October,"Updated: October 16, 2020  8:10:03 am",Best way out,1,best way
